Date,MMWR_week,Location,Distributed,Administered,Admin_Per_100K,Recip_Administered,Administered_Dose1_Recip,Series_Complete_Yes,Additional_Doses,Second_Booster,Administered_Bivalent
03/07/2022,10,NV,5694110,4729072,153534,4700055,2285592,1844311,688360,,
03/07/2022,10,WV,3871485,2641765,147408,2641187,1152127,1019239,452459,,
03/07/2022,10,PW,43990,46707,216919,47047,20280,17955,11111,,
03/07/2022,10,DE,2237055,1737712,178453,1711440,797388,659877,289674,,
03/07/2022,10,TX,59133195,44604992,153832,43350413,20686465,17472130,6288178,,
03/07/2022,10,AZ,14144720,11600774,159379,11360175,5216422,4390574,1750410,,
03/07/2022,10,FM,151100,108791,106324,109641,61086,50521,8827,,
03/07/2022,10,MP,122630,106660,205705,106782,45184,43009,19570,,
03/07/2022,10,NH,3309630,2526102,185782,2541244,1363897,945021,229877,,
03/07/2022,10,VT,1704950,1351340,216565,1335013,579589,501425,294754,,
03/07/2022,10,VI,146360,140401,132092,138072,67721,56059,15950,,
03/07/2022,10,CT,8340235,7320095,205316,7345953,3355817,2780224,1386453,,
03/07/2022,10,FL,45840845,36241610,168740,35902551,16800872,14194505,5480931,,
03/07/2022,10,RI,2499225,2138830,201898,2278585,1023801,857050,443340,,
03/07/2022,10,MO,11112245,8676901,141377,8638454,4017128,3389306,1391506,,
03/07/2022,10,NC,20963500,16181619,154286,16081482,8655602,6240753,1587326,,
03/07/2022,10,IN,12676880,9233360,137152,9245027,4092628,3647650,1615909,,
03/07/2022,10,MD,15082110,11562934,191259,11656236,5145459,4489512,2201529,,
03/07/2022,10,WA,16957295,13895932,182484,14005026,6082479,5451776,2742504,,
03/07/2022,10,OK,7012230,5738935,145034,5705177,2774950,2223016,809271,,
03/07/2022,10,UT,6018350,5070380,158155,5041918,2284097,2030324,870101,,
03/07/2022,10,GU,318660,333803,198116,333648,150441,135737,54065,,
03/07/2022,10,KS,5768015,4459838,153085,4570669,2145794,1760376,728467,,
03/07/2022,10,AR,5903220,4102177,135933,4145730,1987391,1618804,615794,,
10/25/2021,43,VA2,6631120,5944109,0,5944109,3070123,2855612,229631,,
03/07/2022,10,GA,20752895,14409100,135712,14518506,6847284,5710545,2015758,,
03/07/2022,10,NY,44201845,38005878,195367,38036951,17344168,14730525,6517711,,
03/07/2022,10,IA,6273155,4936714,156469,4942721,2125001,1931548,1000138,,
03/07/2022,10,BP2,334530,304819,0,304819,142363,132434,42631,,
03/07/2022,10,MA,16250690,14312362,207651,14370142,6654936,5359749,2663149,,
03/07/2022,10,PA,28983225,22160761,173104,22219734,10691093,8596920,3551643,,
03/06/2022,10,GU,318660,333803,198116,333648,150441,135737,54065,,
03/06/2022,10,RI,2499225,2137928,201813,2277683,1023556,856838,442925,,
03/06/2022,10,PW,43990,46698,216877,47036,20278,17949,11108,,
03/06/2022,10,SD,1770665,1359525,153678,1374786,664214,531299,213276,,
03/06/2022,10,NY,44201845,37993938,195306,38024872,17340850,14727470,6512229,,
03/06/2022,10,FM,151100,106843,104420,107693,60535,49555,8388,,
03/06/2022,10,UT,6018350,5070378,158155,5041883,2284074,2030316,870097,,
03/06/2022,10,HI,3327580,2815642,198863,2825147,1224793,1096252,544685,,
03/06/2022,10,MP,122030,106441,205282,106563,45155,42969,19426,,
03/06/2022,10,DE,2237055,1737708,178453,1711416,797375,659871,289670,,
03/06/2022,10,LA,7932290,6073703,130651,6039292,2800712,2448904,933039,,
03/06/2022,10,DC,1787405,1426386,202110,1338155,674502,506697,177994,,
03/06/2022,10,AR,5903220,4094174,135667,4137939,1985499,1616263,612573,,
03/06/2022,10,NJ,21068035,16630880,187239,17105903,7923726,6612900,3010889,,
03/06/2022,10,ME,3204250,2709575,201573,2724598,1200507,1054894,568503,,
03/06/2022,10,FL,45840845,36228497,168679,35889540,16797416,14190955,5475277,,
03/06/2022,10,VT,1704950,1350806,216479,1334565,579484,501312,294536,,
03/06/2022,10,BP2,334530,304819,0,304819,142363,132434,42631,,
03/06/2022,10,NE,3783110,3088452,159659,3101415,1343537,1210894,585959,,
03/06/2022,10,CA,86269125,71834166,181802,72103445,32371403,27906011,13578690,,
03/06/2022,10,PR,7299890,6971613,218293,6980204,3048762,2608027,1392333,,
03/06/2022,10,MN,12021870,9936873,176197,9950936,4198406,3857492,2161744,,
03/06/2022,10,CO,11922175,10347691,179687,10351878,4518805,3993495,2002622,,
03/06/2022,10,OH,22045655,17276301,147798,17178698,7361764,6747587,3415794,,
03/06/2022,10,ID,3233290,2373982,132843,2395987,1079804,951636,389980,,
03/06/2022,10,TX,59133195,44568037,153705,43316656,20674730,17462084,6276381,,
03/06/2022,10,VA,18825505,15930129,186633,16004786,7223306,6158349,2825604,,
03/06/2022,10,MI,20131230,15314621,153348,15603044,6621064,5933644,3120603,,
03/06/2022,10,IA,6273155,4936714,156469,4942683,2124982,1931537,1000127,,
03/06/2022,10,IH2,2797295,2175869,104468,2175869,1079891,856727,254707,,
03/06/2022,10,SC,10032475,7305395,141888,7304486,3436865,2887606,1112530,,
03/06/2022,10,WY,938185,732697,126598,732945,336141,293521,122599,,
03/06/2022,10,PA,28983225,22160167,173099,22218957,10690767,8596701,3551484,,
03/06/2022,10,NV,5694110,4726894,153463,4697919,2284958,1843606,687582,,
03/06/2022,10,IN,12676880,9230302,137106,9241946,4091888,3646668,1614628,,
03/06/2022,10,WA,16957295,13895928,182484,14004896,6082392,5451745,2742489,,
03/06/2022,10,KY,8437375,6334074,141776,6390690,2921802,2526834,1084532,,
03/06/2022,10,MD,15082110,11560219,191215,11653416,5144794,4488866,2200114,,
03/06/2022,10,VI,146360,140401,132092,138071,67721,56059,15949,,
03/06/2022,10,AZ,14144720,11595981,159314,11355534,5215217,4389227,1748437,,
03/06/2022,10,NC,20963500,16174711,154220,16074588,8653244,6239130,1584540,,
03/06/2022,10,NM,4264445,3783615,180445,3921531,1807333,1464511,705640,,
03/06/2022,10,MH,86380,57430,73874,57500,29945,24727,5079,,
03/06/2022,10,NH,3309630,2525850,185764,2540952,1363751,944926,229821,,
03/06/2022,10,VA2,7792220,7226868,0,7226868,3410012,2932598,1102071,,
03/06/2022,10,WV,3871485,2641764,147408,2641123,1152103,1019226,452436,,
03/06/2022,10,DD2,6633210,7271306,0,7271306,4110085,3109932,1754,,
03/06/2022,10,US,693429635,555112353,167198,555112353,254071045,216147515,95172197,,
03/06/2022,10,CT,8340235,7316313,205210,7342196,3354853,2779402,1384548,,
03/06/2022,10,IL,26282945,21851659,172443,22088275,9649569,8579003,4234660,,
03/06/2022,10,GA,20752895,14409093,135712,14518208,6847112,5710465,2015709,,
03/06/2022,10,ND,1314700,1064964,139748,1043168,491598,415329,167136,,
03/06/2022,10,OR,9568385,7471658,177149,7473936,3251442,2902937,1498972,,
03/06/2022,10,MT,1888095,1538784,143976,1542436,690117,599064,277926,,
03/06/2022,10,AK,1453765,1098418,150150,1100076,502169,446826,183818,,
03/06/2022,10,AL,9297840,6114853,124712,6233332,3039324,2468635,850363,,
03/06/2022,10,AS,105710,90428,190809,90845,43144,38607,9301,,
03/06/2022,10,MA,16250690,14312278,207650,14369873,6654781,5359685,2663083,,
03/06/2022,10,MO,11112245,8676900,141377,8638326,4017048,3389277,1391482,,
03/06/2022,10,TN,12306130,9624353,140930,9453466,4195676,3667175,1557198,,
03/06/2022,10,WI,11118845,9897487,169989,9889776,4143816,3769307,2059739,,
03/06/2022,10,OK,7012230,5737409,144995,5703549,2774503,2222520,808622,,
03/06/2022,10,MS,5319235,3771581,126727,3806061,1752443,1519316,546835,,
03/06/2022,10,KS,5768015,4459836,153085,4570614,2145767,1760354,728462,,
03/05/2022,9,GU,318660,333797,198112,333637,150440,135728,54064,,
03/05/2022,9,WY,938185,732665,126592,732901,336121,293507,122588,,
03/05/2022,9,DD2,6633210,7267745,0,7267745,4108145,3108263,1752,,
03/05/2022,9,NJ,21066935,16621331,187131,17096309,7921189,6610345,3006504,,
03/05/2022,9,AK,1453765,1098366,150143,1100043,502151,446818,183812,,
03/05/2022,9,AR,5903220,4094133,135666,4137853,1985460,1616246,612541,,
03/05/2022,9,IL,26282945,21834492,172307,22071295,9644434,8573723,4228746,,
03/05/2022,9,VA,18825405,15921527,186533,15996382,7221286,6156055,2822095,,
03/05/2022,9,MO,11112245,8676845,141376,8637951,4016848,3389179,1391409,,
03/05/2022,9,VI,146360,140401,132092,138068,67720,56058,15948,,
03/05/2022,9,MI,20131130,15302740,153229,15590945,6618629,5930835,3114305,,
03/05/2022,9,TX,59131295,44567405,153703,43315476,20674055,17461727,6276208,,
03/05/2022,9,WA,16956895,13895843,182482,14004520,6082208,5451649,2742401,,
03/05/2022,9,PA,28983225,22159961,173098,22218511,10690557,8596604,3551345,,
03/05/2022,9,NY,44201845,37975671,195212,38006549,17336165,14721786,6504648,,
03/05/2022,9,PR,7299890,6971581,218292,6980149,3048734,2608025,1392310,,
03/05/2022,9,MT,1888095,1538754,143973,1542396,690105,599045,277915,,
03/05/2022,9,NE,3783110,3088418,159657,3101296,1343514,1210827,585939,,
03/05/2022,9,MN,12021870,9930619,176086,9944844,4197337,3855691,2158968,,
03/05/2022,9,LA,7932290,6070338,130579,6035897,2799927,2447800,931581,,
03/05/2022,9,MH,86380,55911,71920,55985,29290,24175,4781,,
03/05/2022,9,VA2,7792220,7224303,0,7224303,3409328,2932308,1100628,,
03/05/2022,9,DE,2237055,1737698,178452,1711366,797353,659854,289660,,
03/05/2022,9,NH,3309630,2525433,185733,2540493,1363484,944799,229744,,
03/05/2022,9,MD,15080110,11555122,191130,11648113,5143549,4487666,2197494,,
03/05/2022,9,SD,1770665,1359355,153659,1374589,664160,531235,213204,,
03/05/2022,9,OK,7012230,5734183,144913,5700351,2773606,2221442,807457,,
03/05/2022,9,KS,5767615,4457284,152997,4568241,2145117,1759596,727620,,
03/05/2022,9,PW,43990,46698,216877,47032,20277,17948,11106,,
03/05/2022,9,OR,9568385,7466861,177035,7469257,3250425,2901770,1496690,,
03/05/2022,9,MP,122030,106441,205282,106563,45155,42969,19426,,
03/05/2022,9,IH2,2797295,2174478,104401,2174478,1079459,856247,254225,,
03/05/2022,9,KY,8437375,6325758,141590,6382626,2919695,2524532,1081038,,
03/05/2022,9,CA,86269125,71776892,181657,72046111,32355494,27891893,13553388,,
03/05/2022,9,RI,2499225,2136621,201690,2276537,1023244,856562,442452,,
03/05/2022,9,FM,151100,106843,104420,107693,60535,49555,8388,,
03/05/2022,9,HI,3327580,2813555,198715,2823016,1223963,1095707,543960,,
03/05/2022,9,US,693416435,554868239,167125,554868239,254002347,216079408,95073718,,
03/05/2022,9,MS,5319235,3771535,126725,3805961,1752395,1519286,546813,,
03/05/2022,9,ID,3233290,2372372,132752,2394420,1079416,951090,389529,,
03/05/2022,9,AS,105710,90428,190809,90844,43143,38607,9301,,
03/05/2022,9,WV,3871185,2641724,147406,2640920,1152050,1019190,452372,,
03/05/2022,9,TN,12306130,9624302,140929,9453242,4195576,3667102,1557142,,
03/05/2022,9,SC,10032475,7295104,141688,7294225,3432338,2883238,1111211,,
03/05/2022,9,NV,5694110,4723894,153365,4694991,2284127,1842620,686557,,
03/05/2022,9,WI,11118845,9892155,169897,9884366,4142743,3767931,2057073,,
03/05/2022,9,VT,1704950,1350110,216368,1333978,579380,501128,294268,,
03/05/2022,9,CT,8339235,7311818,205084,7337664,3353678,2778413,1382301,,
03/05/2022,9,AL,9297840,6114782,124710,6233186,3039266,2468584,850329,,
03/05/2022,9,OH,22045655,17267990,147727,17170500,7359998,6745319,3412065,,
03/05/2022,9,GA,20752895,14408792,135709,14517608,6846838,5710233,2015615,,
03/05/2022,9,MA,16250090,14312150,207648,14369477,6654580,5359608,2662960,,
03/05/2022,9,AZ,14144620,11586764,159187,11346796,5212514,4386330,1745629,,
03/05/2022,9,BP2,334530,304819,0,304819,142363,132434,42631,,
03/05/2022,9,NM,4264445,3780431,180293,3918332,1806533,1463708,704406,,
03/05/2022,9,NC,20963500,16164007,154118,16063919,8649130,6236550,1580556,,
03/05/2022,9,DC,1787405,1425261,201950,1337251,674202,506465,177678,,
03/05/2022,9,IN,12675680,9225413,137034,9236930,4090698,3645141,1612622,,
03/05/2022,9,UT,6018350,5070331,158153,5041778,2284006,2030299,870076,,
03/05/2022,9,IA,6273155,4936697,156469,4942606,2124952,1931522,1000099,,
03/05/2022,9,ND,1314700,1064926,139743,1043091,491569,415305,167112,,
03/05/2022,9,FL,45836845,36213088,168608,35874373,16793176,14186950,5469271,,
03/05/2022,9,ME,3204250,2709506,201568,2724506,1200457,1054876,568476,,
03/05/2022,9,CO,11922175,10347565,179685,10351598,4518661,3993421,2002558,,
03/04/2022,9,VI,146360,140301,131998,137966,67691,56030,15904,,
03/04/2022,9,DE,2232855,1737687,178451,1711309,797325,659838,289648,,
03/04/2022,9,NY,44140845,37954490,195103,37985492,17330668,14715657,6496099,,
03/04/2022,9,FM,151100,106843,104420,107693,60535,49555,8388,,
03/04/2022,9,NH,3296830,2521002,185407,2536466,1362281,944146,227972,,
03/04/2022,9,ND,1314300,1064772,139722,1042907,491504,415245,167074,,
03/04/2022,9,GU,318660,333786,198106,333626,150434,135723,54064,,
03/04/2022,9,AK,1451365,1098214,150123,1099878,502070,446744,183805,,
03/04/2022,9,TX,59080695,44534061,153588,43283495,20661137,17452835,6266458,,
03/04/2022,9,CT,8326735,7307040,204950,7332796,3352507,2777336,1379778,,
03/04/2022,9,US,692727735,554532208,167023,554532208,253904022,215987252,94941167,,
03/04/2022,9,NC,20951000,16153572,154018,16053506,8644927,6233692,1577305,,
03/04/2022,9,HI,3325780,2811678,198583,2821126,1223228,1095199,543352,,
03/04/2022,9,AL,9290440,6111841,124650,6230194,3038492,2467540,849201,,
03/04/2022,9,RI,2498625,2135534,201587,2275085,1022815,856192,441879,,
03/04/2022,9,CO,11912175,10341237,179575,10345279,4517308,3991819,1999680,,
03/04/2022,9,WV,3868685,2640383,147331,2639569,1151687,1018825,451768,,
03/04/2022,9,IN,12665880,9220546,136961,9231955,4089499,3643736,1610566,,
03/04/2022,9,MD,15064710,11547599,191006,11640513,5141764,4485910,2193886,,
03/04/2022,9,AR,5899320,4094110,135665,4137714,1985387,1616206,612512,,
03/04/2022,9,AZ,14130320,11578473,159073,11339048,5210343,4384039,1742632,,
03/04/2022,9,DD2,6633210,7264089,0,7264089,4105954,3106737,1745,,
03/04/2022,9,IL,26257745,21810119,172115,22047381,9636237,8565653,4222131,,
03/04/2022,9,MH,86380,55911,71920,55985,29290,24175,4781,,
03/04/2022,9,GA,20723195,14390367,135535,14499310,6841966,5704385,2008187,,
03/04/2022,9,KY,8431375,6323433,141538,6380228,2919106,2523752,1080060,,
03/04/2022,9,CA,86190425,71724517,181525,71993558,32338047,27879752,13531665,,
03/04/2022,9,OH,22034555,17259736,147657,17162229,7358040,6743066,3408436,,
03/04/2022,9,NJ,21036335,16611285,187018,17086090,7918537,6607511,3001894,,
03/04/2022,9,SC,10024675,7291724,141622,7290784,3431357,2882218,1109814,,
03/04/2022,9,FL,45799845,36196970,168533,35858182,16788577,14182677,5463096,,
03/04/2022,9,MA,16236890,14304920,207543,14361914,6651856,5357886,2660052,,
03/04/2022,9,VT,1702450,1348386,216091,1332351,579090,500684,293433,,
03/04/2022,9,WA,16929595,13887012,182366,13995570,6080379,5449397,2738070,,
03/04/2022,9,NE,3779210,3088381,159655,3101201,1343478,1210797,585914,,
03/04/2022,9,ID,3231190,2370939,132672,2393015,1079100,950695,389146,,
03/04/2022,9,VA2,7792120,7221511,0,7221511,3408556,2931994,1099076,,
03/04/2022,9,VA,18809905,15913717,186441,15988510,7219243,6154018,2818832,,
03/04/2022,9,WY,936985,732352,126538,732580,336038,293406,122460,,
03/04/2022,9,IA,6271155,4934610,156403,4940474,2124435,1930847,999206,,
03/04/2022,9,KS,5765415,4453327,152861,4564261,2143942,1758059,726504,,
03/04/2022,9,IH2,2795395,2172284,104296,2172284,1078736,855660,253373,,
03/04/2022,9,SD,1769165,1358325,153542,1373562,663802,530894,212908,,
03/04/2022,9,MP,122030,106441,205282,106563,45155,42969,19426,,
03/04/2022,9,PR,7296990,6971553,218291,6980084,3048699,2608016,1392290,,
03/04/2022,9,MS,5315735,3769492,126657,3803835,1751870,1518512,546025,,
03/04/2022,9,MI,20103130,15289016,153091,15576962,6615883,5926909,3107708,,
03/04/2022,9,WI,11114045,9887189,169812,9879319,4141717,3766565,2054782,,
03/04/2022,9,NM,4258845,3777643,180160,3915432,1805814,1463033,703255,,
03/04/2022,9,MT,1884995,1537981,143901,1541606,689934,598853,277507,,
03/04/2022,9,MO,11104345,8672718,141309,8633739,4015773,3388000,1389519,,
03/04/2022,9,OR,9550785,7462793,176938,7465210,3249626,2900735,1494715,,
03/04/2022,9,LA,7929690,6067075,130509,6032612,2799075,2446766,930188,,
03/04/2022,9,UT,6011350,5070288,158152,5041671,2283960,2030279,870039,,
03/04/2022,9,TN,12298130,9618845,140849,9448146,4194462,3665911,1555015,,
03/04/2022,9,MN,12014170,9925759,176000,9940039,4196417,3854381,2156746,,
03/04/2022,9,PW,43990,46698,216877,47032,20277,17948,11106,,
03/04/2022,9,BP2,332630,304816,0,304816,142363,132434,42628,,
03/04/2022,9,DC,1786905,1424082,201783,1336159,673851,506186,177263,,
03/04/2022,9,ME,3202250,2708244,201474,2723195,1200170,1054539,567876,,
03/04/2022,9,NV,5688410,4722078,153306,4693049,2283557,1842121,685922,,
03/04/2022,9,PA,28926025,22159752,173096,22217869,10690284,8596424,3551165,,
03/04/2022,9,OK,7007230,5730676,144825,5696850,2772659,2220203,806214,,
03/04/2022,9,AS,105710,88910,187606,89324,42953,38459,8119,,
03/03/2022,9,WV,3862885,2639151,147262,2638285,1151355,1018500,451173,,
03/03/2022,9,MN,12002070,9920537,175908,9934916,4195376,3852940,2154344,,
03/03/2022,9,MH,86380,55911,71920,55985,29290,24175,4781,,
03/03/2022,9,WI,11106345,9880774,169702,9872900,4140595,3765007,2051356,,
03/03/2022,9,AR,5891820,4094036,135663,4137528,1985306,1616163,612459,,
03/03/2022,9,MI,20073530,15264748,152848,15552322,6610697,5923005,3093455,,
03/03/2022,9,IL,26222445,21829107,172265,22065600,9643253,8566628,4217018,,
03/03/2022,9,OH,22009055,17250407,147577,17152931,7355877,6740261,3404743,,
03/03/2022,9,DD2,6632210,7255987,0,7255987,4101022,3103454,1740,,
03/03/2022,9,PW,43990,46606,216450,46940,20263,17899,11079,,
03/03/2022,9,WY,936485,732002,126478,732203,335934,293275,122323,,
03/03/2022,9,CT,8312635,7303061,204838,7328678,3351485,2776417,1377746,,
03/03/2022,9,NY,44062445,37932511,194990,37963516,17324924,14709484,6486896,,
03/03/2022,9,GA,20697995,14377862,135418,14486919,6838416,5700821,2003157,,
03/03/2022,9,MA,16214790,14297164,207431,14352571,6647930,5355873,2656895,,
03/03/2022,9,MT,1884695,1537279,143835,1540897,689756,598629,277241,,
03/03/2022,9,FM,151100,106843,104420,107693,60535,49555,8388,,
03/03/2022,9,SC,10014675,7287794,141546,7286774,3430235,2880832,1108356,,
03/03/2022,9,MP,122030,106131,204685,106253,45109,42913,19222,,
03/03/2022,9,HI,3324880,2809837,198453,2819228,1222530,1094684,542711,,
03/03/2022,9,US,691748065,554168735,166914,554168735,253804278,215892470,94770180,,
03/03/2022,9,DE,2227255,1735453,178221,1709124,796727,659134,288878,,
03/03/2022,9,KY,8418075,6321157,141487,6377847,2918465,2523023,1079146,,
03/03/2022,9,KS,5759415,4447211,152651,4558039,2142553,1755560,724300,,
03/03/2022,9,FL,45729945,36180421,168455,35841300,16783948,14178300,5456573,,
03/03/2022,9,VI,145760,140245,131946,137912,67675,56006,15890,,
03/03/2022,9,IN,12646080,9215368,136885,9226809,4088271,3642282,1608391,,
03/03/2022,9,NJ,21006235,16602533,186919,17076824,7916048,6604997,2997813,,
03/03/2022,9,TN,12276430,9613218,140767,9442665,4193239,3664475,1552992,,
03/03/2022,9,VA,18786705,15905289,186342,15979801,7216985,6151333,2815671,,
03/03/2022,9,PR,7292290,6943919,217426,6952733,3045125,2603231,1373764,,
03/03/2022,9,NH,3286330,2505874,184295,2523587,1359487,942984,219058,,
03/03/2022,9,ND,1314000,1064615,139702,1042723,491452,415178,167032,,
03/03/2022,9,OR,9540685,7458472,176836,7460965,3248697,2899766,1492623,,
03/03/2022,9,PA,28878025,22146157,172990,22204164,10685751,8592083,3546683,,
10/25/2021,43,FL,34664565,28141859,131028,27877129,14757995,12756457,1010007,,
03/03/2022,9,UT,6001950,5070250,158151,5041548,2283892,2030252,870013,,
03/03/2022,9,IH2,2794195,2171102,104239,2171102,1078420,855301,252896,,
03/03/2022,9,IA,6264355,4932514,156336,4938317,2123960,1930254,998197,,
03/03/2022,9,RI,2496525,2134317,201472,2273433,1022290,855802,441216,,
03/03/2022,9,NV,5681510,4719621,153227,4690584,2282766,1841373,685029,,
03/03/2022,9,AL,9271440,6108052,124573,6226425,3037417,2466221,847841,,
03/03/2022,9,MS,5306235,3767328,126584,3801564,1751295,1517620,545282,,
03/03/2022,9,MO,11092675,8663889,141165,8625009,4013263,3385294,1386001,,
03/03/2022,9,SD,1767365,1357476,153446,1372693,663519,530612,212641,,
03/03/2022,9,WA,16891295,13878748,182258,13987069,6078579,5447180,2734077,,
03/03/2022,9,NC,20928600,16146189,153948,16045766,8641769,6231369,1574890,,
03/03/2022,9,TX,58996495,44500682,153472,43251399,20646737,17444705,6257276,,
03/03/2022,9,CA,86068225,71671126,181390,71939492,32321230,27867605,13507985,,
03/03/2022,9,AK,1449265,1096842,149935,1098562,501679,446380,183296,,
03/03/2022,9,ME,3197950,2707100,201389,2721825,1199744,1054262,567278,,
03/03/2022,9,LA,7913090,6064173,130446,6029668,2798361,2445752,928988,,
03/03/2022,9,ID,3226690,2369918,132615,2391960,1078863,950457,388623,,
03/03/2022,9,AS,92810,88863,187506,89277,42947,38450,8087,,
03/03/2022,9,VT,1701050,1347861,216007,1331704,578852,500556,293172,,
03/03/2022,9,CO,11895975,10335987,179484,10339996,4516035,3990440,1997377,,
03/03/2022,9,GU,318660,333247,197786,333089,150308,135603,53810,,
03/03/2022,9,AZ,14115520,11569674,158952,11330869,5208144,4381765,1739485,,
03/03/2022,9,NM,4254745,3774780,180023,3912472,1805043,1462341,702187,,
03/03/2022,9,OK,6998230,5727694,144749,5693817,2771743,2219248,805092,,
03/03/2022,9,MD,15048610,11540342,190886,11633046,5139768,4484134,2190561,,
03/03/2022,9,BP2,332530,303813,0,303813,142091,132246,42095,,
03/03/2022,9,DC,1786005,1422840,201607,1335131,673512,505923,176891,,
03/03/2022,9,NE,3775510,3086667,159566,3099534,1343086,1210303,585237,,
03/03/2022,9,VA2,7792120,7218540,0,7218540,3407732,2931692,1097418,,
03/02/2022,9,SD,1765565,1356717,153360,1371883,663282,530351,212356,,
03/02/2022,9,VA,18776405,15897238,186248,15971677,7214878,6149253,2812380,,
03/02/2022,9,CA,85973125,71654196,181347,71921802,32385165,27853950,13430861,,
03/02/2022,9,AL,9265240,6105329,124518,6223600,3036676,2465401,846628,,
03/02/2022,9,WI,11099845,9874712,169598,9866685,4139400,3763402,2048517,,
03/02/2022,9,OH,21985155,17241813,147503,17144359,7353930,6737806,3401084,,
03/02/2022,9,MS,5301935,3765404,126519,3799559,1750781,1516971,544506,,
03/02/2022,9,NJ,20982135,16590234,186781,17063995,7912114,6601807,2992193,,
03/02/2022,9,FM,151100,106843,104420,107693,60535,49555,8388,,
03/02/2022,9,MN,11992370,9914315,175797,9928812,4194280,3851084,2151662,,
03/02/2022,9,VT,1699250,1347299,215917,1330071,578086,500027,292827,,
03/02/2022,9,NM,4251945,3772212,179901,3909682,1804166,1461707,701245,,
03/02/2022,9,ME,3194750,2705803,201293,2719504,1198770,1053654,566617,,
03/02/2022,9,RI,2495725,2132597,201310,2271359,1021560,855340,440432,,
03/02/2022,9,NE,3772110,3085235,159492,3098172,1342805,1209933,584634,,
03/02/2022,9,NH,3279030,2439658,179425,2471559,1340850,925803,202816,,
03/02/2022,9,MP,122030,106131,204685,106253,45110,42912,19222,,
03/02/2022,9,PA,28812725,22129392,172859,22187498,10680421,8586638,3541113,,
03/02/2022,9,CT,8305635,7299006,204724,7324255,3350190,2775353,1375788,,
03/02/2022,9,MD,15033210,11532478,190756,11624818,5137716,4482113,2186809,,
03/02/2022,9,TX,58958695,44469082,153363,43219307,20632628,17436219,6248250,,
03/02/2022,9,MH,86380,55911,71920,55985,29290,24175,4781,,
03/02/2022,9,GU,318660,332792,197516,332634,150212,135503,53544,,
03/02/2022,9,AR,5885520,4091473,135578,4134979,1984616,1615510,611301,,
03/02/2022,9,OR,9531485,7452375,176691,7455197,3247443,2898696,1489498,,
03/02/2022,9,AZ,14093420,11559347,158810,11320918,5205436,4379021,1735374,,
03/02/2022,9,MA,16197990,14288627,207307,14335810,6639093,5352112,2652937,,
03/02/2022,9,SC,10010975,7283958,141471,7282922,3429176,2879796,1106620,,
03/02/2022,9,WV,3858785,2638051,147201,2637134,1151041,1018196,450662,,
03/02/2022,9,AS,92810,88856,187492,89270,42946,38448,8083,,
03/02/2022,9,WA,16852695,13870160,182145,13978373,6076846,5445086,2729693,,
03/02/2022,9,IL,26194845,21804306,172069,22041189,9635227,8557582,4210394,,
03/02/2022,9,IH2,2785395,2169758,104174,2169758,1077960,854898,252372,,
03/02/2022,9,GA,20690895,14371221,135355,14480319,6836322,5699175,2000582,,
03/02/2022,9,DD2,6632210,7255987,0,7255987,4101022,3103454,1740,,
03/02/2022,9,HI,3323180,2808245,198340,2817643,1222062,1094325,541979,,
03/02/2022,9,KY,8410375,6318864,141435,6375505,2917850,2522350,1078202,,
03/02/2022,9,PR,7289990,6943863,217424,6952627,3045055,2603227,1373739,,
03/02/2022,9,NV,5677810,4717007,153142,4688013,2281827,1840561,684117,,
03/02/2022,9,LA,7906390,6062015,130400,6027443,2797742,2445055,928117,,
03/02/2022,9,UT,5999750,5070218,158150,5041422,2283837,2030221,869974,,
03/02/2022,9,VA2,7786420,7215657,0,7215657,3406964,2931338,1095838,,
03/02/2022,9,MI,20032930,15240011,152601,15527261,6606190,5919399,3077873,,
03/02/2022,9,CO,11882375,10324514,179284,10328948,4513604,3987767,1992335,,
03/02/2022,9,FL,45686145,36162017,168370,35822682,16778799,14173431,5449480,,
03/02/2022,9,IN,12635180,9209988,136805,9221369,4086867,3640808,1606130,,
03/02/2022,9,VI,145560,140192,131896,137861,67664,55985,15871,,
03/02/2022,9,DE,2221955,1735450,178221,1709028,796686,659106,288851,,
03/02/2022,9,NC,20915600,16139041,153880,16038405,8638750,6229309,1572560,,
03/02/2022,9,ID,3217890,2367846,132499,2389922,1078440,949913,387970,,
03/02/2022,9,TN,12267930,9607465,140683,9437301,4192081,3662923,1550931,,
03/02/2022,9,NY,43990545,37911803,194884,37942530,17319215,14703593,6478220,,
03/02/2022,9,US,691012865,553778476,166796,553778476,253752684,215775839,94552155,,
03/02/2022,9,DC,1783205,1420436,201266,1333094,672715,505267,176361,,
03/02/2022,9,AK,1446165,1096833,149934,1098524,501658,446374,183285,,
03/02/2022,9,ND,1313500,1064514,139689,1042595,491399,415134,167002,,
03/02/2022,9,BP2,331730,303073,0,303073,141914,132145,41641,,
03/02/2022,9,MT,1881095,1536499,143762,1540112,689589,598406,276895,,
03/02/2022,9,KS,5755515,4441281,152448,4552271,2140527,1753290,723143,,
03/02/2022,9,OK,6991730,5724506,144669,5690605,2770813,2218245,803856,,
03/02/2022,9,PW,43990,46606,216450,46940,20263,17899,11079,,
03/02/2022,9,MO,11086075,8663814,141164,8624564,4013058,3385180,1385873,,
03/02/2022,9,WY,934885,731625,126413,731803,335832,293140,122175,,
03/02/2022,9,IA,6260855,4930194,156263,4935955,2123455,1929558,997092,,
